teacher,period,start_date,sub_date,raw_score,percent,num_att,last_att,daps5,decm6,exps4,fnct5,frac6,geom8,intg4,linr7,id
"Sans, Rosie",2,2022-08-15,2022-08-25,36,80,45,45,4,5,3,2,6,7,4,5,0970
"Jillian, Richie",6,2022-08-15,2022-08-25,36,80,45,45,4,3,3,4,5,7,4,6,0703
"Gray, Stephanie",1,2022-08-15,2022-08-24,36,80,41,44,4,6,2,4,6,5,3,6,0743
"Thomas, Alice",2,2022-08-15,2022-08-25,36,80,45,45,4,5,3,4,6,6,4,4,0976
"Sans, Rosie",1,2022-08-15,2022-08-24,36,80,45,45,5,6,2,2,6,7,3,5,1490
"Thomas, Alice",3,2022-08-15,2022-08-24,35,78,45,45,4,5,3,5,3,7,4,4,1070
"Gray, Stephanie",2,2022-08-15,2022-08-25,35,78,45,45,3,4,4,4,5,6,4,5,2164
"Jillian, Richie",6,2022-08-15,2022-08-25,35,78,43,45,5,5,2,4,6,5,4,4,1140
"Sans, Rosie",3,2022-08-15,2022-08-24,35,78,45,45,5,5,3,2,6,7,3,4,3175
"Thomas, Alice",3,2022-08-15,2022-08-24,35,78,43,45,4,4,2,3,5,7,4,6,0122
"Thomas, Alice",3,2022-08-15,2022-08-24,35,78,45,45,5,4,3,4,6,4,4,5,1055
"Gray, Stephanie",2,2022-08-15,2022-08-25,35,78,45,45,5,4,3,3,4,7,3,6,1533
"Thomas, Alice",4,2022-08-15,2022-08-25,35,78,45,45,5,5,3,3,6,5,3,5,4851
"Sans, Rosie",3,2022-08-15,2022-08-24,35,78,42,45,4,5,4,3,5,7,4,3,1435
"Jillian, Richie",5,2022-08-15,2022-08-24,34,76,40,45,5,5,4,3,5,4,3,5,0968
"Jonas, Beau",3,2022-08-15,2022-08-30,34,76,45,45,4,3,3,2,5,6,4,7,1076
"Gray, Stephanie",1,2022-08-15,2022-08-24,34,76,42,43,3,4,2,5,5,6,3,6,2711
"Jillian, Richie",5,2022-08-15,2022-08-24,34,76,40,44,4,4,4,4,6,6,2,4,1102
"Jonas, Beau",3,2022-08-15,2022-08-30,34,76,45,45,4,3,4,3,6,4,4,6,2485
"Daniel, Tony",3,2022-08-15,2022-08-24,33,73,45,45,3,5,4,3,6,5,4,3,1085
"Sans, Rosie",5,2022-08-15,2022-08-24,33,73,45,45,5,3,3,4,5,5,4,4,4809
"Gray, Stephanie",1,2022-08-15,2022-08-24,33,73,43,45,5,5,3,4,6,5,1,4,1088
"Jonas, Beau",4,2022-08-15,2022-08-30,33,73,45,45,5,6,3,3,4,5,4,3,1002
"Daniel, Tony",3,2022-08-15,2022-08-24,33,73,40,44,3,6,2,3,5,6,3,5,0944
"Sans, Rosie",2,2022-08-15,2022-08-25,33,73,45,45,3,4,2,5,5,5,3,6,1011
"Thomas, Alice",3,2022-08-15,2022-08-24,33,73,45,45,5,5,2,3,4,6,4,4,1861
"Gray, Stephanie",2,2022-08-15,2022-08-25,33,73,41,45,5,3,3,2,5,5,4,6,2797
"Sans, Rosie",1,2022-08-15,2022-08-24,33,73,44,45,3,5,3,2,6,5,4,5,2457
"Jonas, Beau",4,2022-08-15,2022-08-30,33,73,45,45,3,5,3,2,5,6,3,6,1109
"Daniel, Tony",3,2022-08-15,2022-08-24,32,71,41,43,4,6,3,2,5,6,3,3,1024
"Thomas, Alice",4,2022-08-15,2022-08-25,32,71,39,44,5,4,3,2,6,4,3,5,1072
"Sans, Rosie",5,2022-08-15,2022-08-24,32,71,45,45,2,3,4,3,5,6,4,5,1475
"Sans, Rosie",6,2022-08-15,2022-08-25,32,71,45,45,5,4,2,4,6,6,3,2,1402
"Thomas, Alice",3,2022-08-15,2022-08-24,32,71,41,44,5,4,3,2,4,4,4,6,1072
"Jillian, Richie",6,2022-08-15,2022-08-25,32,71,45,45,4,4,3,3,5,4,3,6,1024
"Sans, Rosie",1,2022-08-15,2022-08-24,32,71,45,45,4,3,3,3,5,6,2,6,1022
"Gray, Stephanie",1,2022-08-15,2022-08-24,32,71,37,45,4,3,3,3,6,5,3,5,0968
"Daniel, Tony",5,2022-08-15,2022-08-24,32,71,35,44,4,3,4,3,5,3,4,6,0946
"Gray, Stephanie",1,2022-08-15,2022-08-24,32,71,43,45,4,6,3,2,4,6,2,5,1837
"Sans, Rosie",1,2022-08-15,2022-08-24,32,71,45,45,4,6,3,2,5,5,4,3,1008
"Sans, Rosie",5,2022-08-15,2022-08-24,32,71,44,45,4,3,3,4,5,5,3,5,4836
"Gray, Stephanie",1,2022-08-15,2022-08-24,31,69,45,45,4,3,3,3,6,6,3,3,1013
"Jillian, Richie",5,2022-08-15,2022-08-24,31,69,39,45,4,4,2,3,5,5,3,5,1000
"Gray, Stephanie",2,2022-08-15,2022-08-25,31,69,45,45,4,3,4,3,3,6,3,5,1106
"Sans, Rosie",1,2022-08-15,2022-08-24,31,69,45,45,5,4,1,4,4,6,4,3,1591
"Jillian, Richie",6,2022-08-15,2022-08-25,31,69,45,45,4,5,3,3,5,4,4,3,1093
"Gray, Stephanie",2,2022-08-15,2022-08-25,31,69,45,45,3,6,3,3,5,5,4,2,1073
"Thomas, Alice",3,2022-08-15,2022-08-24,31,69,45,45,3,6,3,2,5,3,4,5,1073
"Thomas, Alice",5,2022-08-15,2022-08-24,31,69,45,45,4,3,3,4,6,5,3,3,1028
"Sans, Rosie",2,2022-08-15,2022-08-25,31,69,43,45,3,3,2,3,5,6,4,5,2565
"Jillian, Richie",6,2022-08-15,2022-08-25,31,69,39,45,5,5,1,3,5,5,3,4,1826
"Jillian, Richie",5,2022-08-15,2022-08-24,31,69,40,44,4,3,3,3,4,5,4,5,1078
"Gray, Stephanie",1,2022-08-15,2022-08-24,31,69,39,45,4,3,3,2,6,6,4,3,0972
"Thomas, Alice",3,2022-08-15,2022-08-24,30,67,45,45,4,2,3,1,4,6,4,6,3227
"Thomas, Alice",6,2022-08-15,2022-08-25,30,67,41,44,3,5,3,4,5,4,3,3,1032
"Jillian, Richie",6,2022-08-15,2022-08-25,30,67,45,45,5,6,3,3,4,4,3,2,4768
"Thomas, Alice",4,2022-08-15,2022-08-25,30,67,45,45,3,5,3,3,4,4,3,5,1006
"Jonas, Beau",4,2022-08-15,2022-08-30,30,67,45,45,2,6,4,2,5,4,3,4,0990
"Jonas, Beau",3,2022-08-15,2022-08-30,30,67,38,42,4,2,3,5,4,5,3,4,1011
"Sans, Rosie",6,2022-08-15,2022-08-25,30,67,44,45,5,5,1,3,6,6,2,2,1659
"Gray, Stephanie",1,2022-08-15,2022-08-24,30,67,45,45,4,5,2,2,6,6,3,2,1094
"Jonas, Beau",3,2022-08-15,2022-08-30,30,67,35,37,5,3,3,3,5,4,4,3,1022
"Daniel, Tony",3,2022-08-15,2022-08-24,30,67,45,45,3,2,3,3,6,5,4,4,3262
"Sans, Rosie",3,2022-08-15,2022-08-24,30,67,45,45,5,4,3,1,5,5,2,5,1098
"Gray, Stephanie",2,2022-08-15,2022-08-25,30,67,44,45,4,4,3,3,5,5,3,3,1857
"Sans, Rosie",1,2022-08-15,2022-08-24,30,67,45,45,3,5,3,3,4,4,3,5,0964
"Thomas, Alice",4,2022-08-15,2022-08-25,30,67,45,45,2,4,4,5,3,4,4,4,4283
"Jillian, Richie",6,2022-08-15,2022-08-25,30,67,34,44,4,4,3,1,6,4,4,4,1799
"Thomas, Alice",3,2022-08-15,2022-08-24,30,67,44,45,4,3,3,3,4,5,4,4,2420
"Gray, Stephanie",2,2022-08-15,2022-08-25,30,67,44,45,5,4,3,2,4,5,4,3,1765
"Gray, Stephanie",2,2022-08-15,2022-08-25,29,64,31,44,3,4,1,3,5,4,3,6,1822
"Sans, Rosie",3,2022-08-15,2022-08-24,29,64,45,45,3,3,3,3,4,5,4,4,3201
"Jillian, Richie",5,2022-08-15,2022-08-24,29,64,45,45,4,4,3,4,3,5,2,4,2527
"Sans, Rosie",2,2022-08-15,2022-08-25,29,64,45,45,3,4,3,3,5,4,2,5,0997
"Gray, Stephanie",1,2022-08-15,2022-08-24,29,64,45,45,3,2,2,3,5,5,4,5,1122
"Gray, Stephanie",2,2022-08-15,2022-08-25,29,64,45,45,4,3,3,3,3,5,3,5,4937
"Gray, Stephanie",2,2022-08-15,2022-08-25,29,64,45,45,4,3,4,4,3,6,3,2,1077
"Jonas, Beau",3,2022-08-15,2022-08-30,29,64,45,45,4,4,4,2,3,6,3,3,1190
"Sans, Rosie",6,2022-08-15,2022-08-25,29,64,45,45,2,4,3,3,5,7,3,2,1099
"Jillian, Richie",6,2022-08-15,2022-08-25,29,64,45,45,3,6,4,3,5,3,2,3,1076
"Thomas, Alice",5,2022-08-15,2022-08-24,29,64,45,45,3,3,3,2,6,5,4,3,1088
"Sans, Rosie",5,2022-08-15,2022-08-24,29,64,45,45,5,3,3,3,4,6,3,2,1469
"Jonas, Beau",3,2022-08-15,2022-09-02,29,64,41,45,4,4,4,3,5,4,3,2,1649
"Thomas, Alice",5,2022-08-15,2022-08-24,28,62,33,42,3,2,2,4,5,3,4,5,3154
"Sans, Rosie",5,2022-08-15,2022-08-24,28,62,45,45,3,4,2,1,5,5,4,4,1061
"Thomas, Alice",2,2022-08-15,2022-08-25,28,62,45,45,2,2,3,2,6,5,4,4,1001
"Daniel, Tony",5,2022-08-15,2022-08-24,28,62,45,45,4,4,2,1,5,4,3,5,1444
"Gray, Stephanie",2,2022-08-15,2022-08-25,28,62,45,45,4,5,2,3,4,3,4,3,1291
"Sans, Rosie",3,2022-08-15,2022-08-24,28,62,45,45,5,5,4,1,4,4,2,3,1510
"Jonas, Beau",4,2022-08-15,2022-09-02,28,62,45,45,4,4,4,2,4,4,2,4,1151
"Jillian, Richie",6,2022-08-15,2022-08-25,28,62,45,45,5,5,2,2,5,5,2,2,4159
"Daniel, Tony",3,2022-08-15,2022-08-24,28,62,34,39,5,3,2,2,4,4,4,4,3144
"Sans, Rosie",1,2022-08-15,2022-08-24,28,62,45,45,3,3,3,3,5,3,2,6,1077
"Daniel, Tony",3,2022-08-15,2022-08-24,28,62,45,45,3,3,3,1,4,5,3,6,1067
"Jonas, Beau",3,2022-08-15,2022-08-30,28,62,45,45,4,3,3,1,3,6,3,5,0949
"Sans, Rosie",2,2022-08-15,2022-08-25,28,62,45,45,4,2,2,4,5,4,3,4,1025
"Jillian, Richie",6,2022-08-15,2022-08-25,28,62,45,45,5,3,3,3,4,4,3,3,1654
"Jillian, Richie",6,2022-08-15,2022-08-25,28,62,38,45,4,3,3,3,3,5,3,4,1594
"Jonas, Beau",4,2022-08-15,2022-08-30,28,62,45,45,4,5,3,3,4,3,3,3,1071
"Thomas, Alice",5,2022-08-15,2022-08-24,28,62,45,45,2,4,4,4,2,7,2,3,0599
"Jillian, Richie",6,2022-08-15,2022-08-25,28,62,41,45,5,1,3,3,5,4,2,5,1468
"Thomas, Alice",5,2022-08-15,2022-08-24,28,62,45,45,4,4,1,4,5,3,3,4,4669
"Jonas, Beau",4,2022-08-15,2022-08-30,28,62,45,45,3,5,2,3,4,4,2,5,1058
"Jonas, Beau",4,2022-08-15,2022-08-30,28,62,45,45,4,4,2,3,6,5,2,2,0594
"Thomas, Alice",5,2022-08-15,2022-08-24,28,62,45,45,4,4,3,4,5,3,2,3,1884
"Jillian, Richie",6,2022-08-15,2022-08-25,27,60,45,45,4,4,3,3,4,3,3,3,1046
"Sans, Rosie",2,2022-08-15,2022-08-25,27,60,45,45,4,4,1,3,5,3,2,5,0952
"Thomas, Alice",6,2022-08-15,2022-08-25,27,60,45,45,4,3,3,2,3,5,3,4,0624
"Sans, Rosie",1,2022-08-15,2022-08-24,27,60,44,45,4,2,2,3,5,5,2,4,3097
"Gray, Stephanie",1,2022-08-15,2022-08-24,27,60,38,45,3,2,4,2,5,4,3,4,0972
"Jillian, Richie",6,2022-08-15,2022-08-25,27,60,39,45,3,2,1,1,5,7,3,5,0997
"Sans, Rosie",1,2022-08-15,2022-08-24,27,60,40,44,5,1,4,3,3,4,3,4,0966
"Jonas, Beau",3,2022-08-15,2022-08-30,27,60,36,36,1,5,4,3,5,3,3,3,0161
"Sans, Rosie",6,2022-08-15,2022-08-25,27,60,45,45,4,2,3,1,4,7,3,3,1074
"Sans, Rosie",6,2022-08-15,2022-08-25,27,60,45,45,3,4,2,1,4,5,4,4,0944
"Sans, Rosie",6,2022-08-15,2022-08-25,27,60,45,45,3,4,2,1,3,5,4,5,1192
"Sans, Rosie",1,2022-08-15,2022-08-24,27,60,45,45,5,4,3,0,3,5,3,4,4196
"Thomas, Alice",2,2022-08-15,2022-08-25,27,60,40,45,4,4,3,3,3,4,3,3,1099
"Gray, Stephanie",1,2022-08-15,2022-08-24,27,60,45,45,3,3,3,3,5,6,2,2,1408
"Sans, Rosie",3,2022-08-15,2022-08-24,27,60,45,45,3,2,3,3,6,3,3,4,1087
"Thomas, Alice",4,2022-08-15,2022-08-25,27,60,45,45,3,4,3,2,3,5,3,4,1089
"Jillian, Richie",5,2022-08-15,2022-08-24,27,60,45,45,3,4,3,3,4,3,4,3,1078
"Sans, Rosie",1,2022-08-15,2022-08-24,27,60,45,45,4,3,2,3,5,4,4,2,4306
"Jonas, Beau",4,2022-08-15,2022-08-30,26,58,45,45,2,4,2,4,5,4,2,3,0932
"Thomas, Alice",3,2022-08-15,2022-08-24,26,58,45,45,3,3,1,2,6,5,2,4,0950
"Sans, Rosie",2,2022-08-15,2022-08-25,26,58,45,45,4,3,3,1,5,4,3,3,2507
"Sans, Rosie",3,2022-08-15,2022-08-24,26,58,41,45,3,3,3,1,4,6,3,3,4102
"Thomas, Alice",4,2022-08-15,2022-08-25,26,58,45,45,4,2,3,3,4,2,3,5,1000
"Jonas, Beau",4,2022-08-15,2022-08-30,26,58,45,45,3,2,3,2,3,6,3,4,4732
"Sans, Rosie",3,2022-08-15,2022-08-24,26,58,45,45,3,3,2,2,6,4,3,3,1098
"Thomas, Alice",2,2022-08-15,2022-08-25,26,58,45,45,3,4,2,2,4,4,2,5,0941
"Thomas, Alice",2,2022-08-15,2022-08-25,26,58,45,45,3,3,2,3,4,7,1,3,2258
"Thomas, Alice",6,2022-08-15,2022-08-25,26,58,38,45,4,3,2,2,4,3,4,4,1103
"Daniel, Tony",5,2022-08-15,2022-08-24,26,58,41,45,4,1,2,4,5,6,3,1,0936
"Sans, Rosie",3,2022-08-15,2022-08-24,26,58,45,45,4,3,1,4,3,3,4,4,0765
"Sans, Rosie",2,2022-08-15,2022-08-25,26,58,45,45,1,5,4,2,3,4,2,5,3102
"Sans, Rosie",1,2022-08-15,2022-08-24,26,58,45,45,4,3,1,2,5,5,3,3,2325
"Thomas, Alice",2,2022-08-15,2022-08-25,26,58,45,45,3,3,2,3,4,3,3,5,0903
"Jonas, Beau",4,2022-08-15,2022-09-02,26,58,45,45,3,3,2,2,4,4,4,4,1000
"Jonas, Beau",3,2022-08-15,2022-09-02,26,58,42,44,4,2,3,1,6,3,4,3,1108
"Sans, Rosie",3,2022-08-15,2022-08-24,25,56,45,45,4,2,3,3,3,4,2,4,0989
"Thomas, Alice",2,2022-08-15,2022-08-25,25,56,39,45,4,4,2,3,4,4,2,2,0965
"Thomas, Alice",4,2022-08-15,2022-08-25,25,56,45,45,4,4,3,2,4,5,1,2,1001
"Jillian, Richie",6,2022-08-15,2022-08-25,25,56,36,45,5,1,2,2,3,5,3,4,0954
"Sans, Rosie",2,2022-08-15,2022-08-25,25,56,45,45,1,5,3,2,2,4,2,6,1793
"Thomas, Alice",2,2022-08-15,2022-08-25,25,56,40,45,4,2,3,2,4,4,2,4,4667
"Sans, Rosie",5,2022-08-15,2022-08-24,25,56,45,45,3,4,2,3,4,5,2,2,1269
"Jonas, Beau",4,2022-08-15,2022-08-30,25,56,45,45,4,2,2,3,4,4,3,3,1053
"Gray, Stephanie",1,2022-08-15,2022-08-24,25,56,39,44,4,2,2,2,3,5,2,5,1078
"Jonas, Beau",4,2022-08-15,2022-09-02,25,56,37,37,3,3,2,3,3,4,3,4,1130
"Gray, Stephanie",1,2022-08-15,2022-08-24,25,56,45,45,4,3,1,1,2,5,4,5,0158
"Thomas, Alice",3,2022-08-15,2022-08-24,25,56,45,45,3,4,2,2,4,4,2,4,1038
"Jonas, Beau",4,2022-08-15,2022-08-30,25,56,45,45,5,2,2,3,2,4,4,3,1018
"Jillian, Richie",6,2022-08-15,2022-08-25,25,56,45,45,3,4,2,3,4,4,3,2,1099
"Sans, Rosie",3,2022-08-15,2022-08-24,25,56,45,45,4,2,4,4,3,3,3,2,1084
"Thomas, Alice",3,2022-08-15,2022-08-24,25,56,45,45,2,4,2,2,3,4,4,4,1087
"Jonas, Beau",4,2022-08-15,2022-08-30,25,56,45,45,5,2,3,3,2,4,3,3,1482
"Sans, Rosie",6,2022-08-15,2022-08-25,25,56,45,45,4,3,2,3,3,6,3,1,4506
"Jillian, Richie",5,2022-08-15,2022-08-24,25,56,45,45,4,3,3,2,5,4,1,3,1019
"Jillian, Richie",6,2022-08-15,2022-08-25,25,56,45,45,4,2,3,3,3,5,2,3,4686
"Thomas, Alice",5,2022-08-15,2022-08-24,25,56,45,45,2,3,2,3,4,6,1,4,1061
"Gray, Stephanie",2,2022-08-15,2022-08-25,25,56,45,45,2,3,3,3,4,4,2,4,1108
"Gray, Stephanie",2,2022-08-15,2022-08-25,25,56,45,45,4,4,2,4,4,4,2,1,0977
"Thomas, Alice",2,2022-08-15,2022-08-25,25,56,45,45,1,2,3,2,4,6,4,3,1004
"Jillian, Richie",6,2022-08-15,2022-08-25,24,53,43,45,1,2,2,4,5,6,2,2,4356
"Thomas, Alice",2,2022-08-15,2022-08-25,24,53,35,45,4,3,3,1,6,4,3,0,1009
"Thomas, Alice",2,2022-08-15,2022-08-25,24,53,45,45,3,3,1,2,5,4,2,4,1033
"Thomas, Alice",5,2022-08-15,2022-08-24,24,53,45,45,2,5,3,3,4,3,2,2,4210
"Thomas, Alice",5,2022-08-15,2022-08-24,24,53,45,45,2,3,2,2,5,4,1,5,1799
"Thomas, Alice",4,2022-08-15,2022-08-25,24,53,45,45,5,3,1,2,2,6,3,2,0972
"Sans, Rosie",2,2022-08-15,2022-08-25,24,53,45,45,4,3,2,1,4,4,3,3,3688
"Thomas, Alice",5,2022-08-15,2022-08-24,24,53,45,45,3,1,1,3,4,5,3,4,1138
"Gray, Stephanie",1,2022-08-15,2022-08-24,24,53,42,45,3,2,3,2,4,3,3,4,1095
"Thomas, Alice",2,2022-08-15,2022-08-25,24,53,45,45,4,2,2,4,3,5,2,2,1004
"Thomas, Alice",5,2022-08-15,2022-08-24,24,53,45,45,3,2,2,2,5,5,3,2,1053
"Sans, Rosie",2,2022-08-15,2022-08-25,24,53,45,45,1,4,4,3,3,4,2,3,1044
"Sans, Rosie",1,2022-08-15,2022-08-24,24,53,45,45,2,2,2,4,5,5,2,2,1032
"Sans, Rosie",5,2022-08-15,2022-08-24,24,53,45,45,1,4,2,3,5,5,1,3,1064
"Thomas, Alice",2,2022-08-15,2022-08-25,24,53,33,45,4,0,2,3,3,5,3,4,2631
"Sans, Rosie",1,2022-08-15,2022-08-24,24,53,45,45,2,4,3,2,5,2,3,3,0746
"Gray, Stephanie",1,2022-08-15,2022-08-24,23,51,45,45,1,2,4,3,5,3,3,2,0950
"Jillian, Richie",6,2022-08-15,2022-08-25,23,51,45,45,4,3,2,2,4,3,3,2,2597
"Gray, Stephanie",1,2022-08-15,2022-08-24,23,51,36,45,4,2,2,1,6,3,3,2,1188
"Thomas, Alice",4,2022-08-15,2022-08-25,23,51,45,45,3,3,3,2,3,3,2,4,1568
"Thomas, Alice",4,2022-08-15,2022-08-25,23,51,45,45,2,3,1,4,3,3,3,4,1909
"Sans, Rosie",1,2022-08-15,2022-08-24,23,51,45,45,3,1,4,2,3,5,2,3,2758
"Gray, Stephanie",1,2022-08-15,2022-08-24,23,51,45,45,2,1,2,3,4,5,4,2,1609
"Jillian, Richie",5,2022-08-15,2022-08-24,23,51,29,34,3,4,1,2,5,4,2,2,1038
"Thomas, Alice",4,2022-08-15,2022-08-25,23,51,45,45,3,3,1,3,5,5,2,1,1008
"Thomas, Alice",5,2022-08-15,2022-08-24,23,51,40,45,3,2,3,3,3,4,3,2,1565
"Daniel, Tony",3,2022-08-15,2022-08-24,23,51,37,45,2,1,4,1,5,4,3,3,1454
"Sans, Rosie",2,2022-08-15,2022-08-25,23,51,45,45,2,3,1,3,3,3,3,5,0614
"Thomas, Alice",2,2022-08-15,2022-08-25,23,51,45,45,4,2,2,3,5,3,1,3,1043
"Thomas, Alice",4,2022-08-15,2022-08-25,23,51,45,45,5,2,2,3,2,4,2,3,5044
